web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,ratings
"1637687233-2357","https://www.jumia.ma/maquillage/?page=11#catalog-listing","Boutique OfficielleRevolution PACK PROMO REVOLUTION : PALETTE GOLDEN BAR + LIQUID HIGHLIGHT UNICORN ELIXIR + I ♡ FIXING SPRAY + i ♡ GLOSS NEBULA4.3 out of 5(7)169.00 Dhs399.00 Dhs58%","https://www.jumia.ma/revolution-pack-promo-revolution-palette-golden-bar-liquid-highlight-unicorn-elixir-i-fixing-spray-i-gloss-nebula-41421256.html","Revolution PACK PROMO REVOLUTION : PALETTE GOLDEN BAR + LIQUID HIGHLIGHT UNICORN ELIXIR + I ♡ FIXING SPRAY + i ♡ GLOSS NEBULA","169.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE466ST12TQ7YNAFAMZ/","null","5 out of 5"
"1637688215-2692","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Boutique OfficiellePastel Vernis à ongles #1204.2 out of 5(10)25.00 Dhs","https://www.jumia.ma/vernis-a-ongles-120-pastel-mpg873252.html","Pastel Vernis à ongles #120","25.00 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA336ST0Y18APNAFAMZ/","null","5 out of 5"
"1637688525-2857","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Palette Master Bronzer et Enlumineur - BRONZE4.2 out of 5(11)Options disponibles:116.63 Dhs149.95 Dhs22%","https://www.jumia.ma/maybelline-new-york-maybelline-palette-master-bronzer-et-enlumineur-bronze-33479062.html","Maybelline New York Maybelline - Palette Master Bronzer et Enlumineur - BRONZE","116.63 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0FJCWPNAFAMZ/","null","4 out of 5"
"1637688865-3076","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleEssence ROUGE À LÈVRES VELVET STICK MATT 034.1 out of 5(9)19.00 Dhs29.00 Dhs34%","https://www.jumia.ma/essence-rouge-a-levres-velvet-stick-matt-03-37700895.html","Essence ROUGE À LÈVRES VELVET STICK MATT 03","19.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309ST0ZLQKLNAFAMZ/","null","5 out of 5"
"1637686277-2174","https://www.jumia.ma/maquillage/?page=16#catalog-listing","Essence YOU BETTER WORK! MASCARA VOLUME & CURLS Waterproof4 out of 5(4)81.40 Dhsoffres à partir de","https://www.jumia.ma/you-better-work-mascara-volume-curls-waterproof-essence-mpg1063878.html","Essence YOU BETTER WORK! MASCARA VOLUME & CURLS Waterproof","81.40 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309ST0XU8KSNAFAMZ/","null","5 out of 5"
"1637685620-2071","https://www.jumia.ma/maquillage/?page=20#catalog-listing","Boutique OfficielleMaybelline New York Fond de teint Superstay 24h - BEIGE DORE 214.4 out of 5(14)Options disponibles:93.33 Dhs120.00 Dhs22%offres à partir de","https://www.jumia.ma/fond-de-teint-superstay-24h-beige-ensoleille-48-maybelline-new-york-mpg882917.html","Maybelline New York Fond de teint Superstay 24h - BEIGE DORE 21","93.33 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB08E5NDNAFAMZ/","null","4 out of 5"
"1637688455-2823","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Boutique OfficielleEssie Vernis à ongles ESSIE 121 Topless and barefoot4.6 out of 5(25)50.04 Dhs70.00 Dhs29%","https://www.jumia.ma/essie-vernis-a-ongles-essie-121-topless-and-barefoot-33479216.html","Essie Vernis à ongles ESSIE 121 Topless and barefoot","50.04 Dhs","(25 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES507HB10HTEHNAFAMZ/","null","5 out of 5"
"1637686937-2292","https://www.jumia.ma/maquillage/?page=12#catalog-listing","Boutique OfficielleCatrice EYELINER LIQUIDE ROCK COUTURE 050 + FARD À PAUPIÈRES MÉTAL LIQUIDE 0803 out of 5(4)44.00 Dhs110.00 Dhs60%","https://www.jumia.ma/catrice-eyeliner-liquide-rock-couture-050-fard-a-paupieres-metal-liquide-080-37700867.html","Catrice EYELINER LIQUIDE ROCK COUTURE 050 + FARD À PAUPIÈRES MÉTAL LIQUIDE 080","44.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST19Q3UTNAFAMZ/","null","4 out of 5"
"1637681634-1791","https://www.jumia.ma/maquillage/?page=48#catalog-listing","Boutique OfficielleRevolution Brow Tint - Medium Brown 5 out of 5(1)89.00 Dhs99.00 Dhs10%","https://www.jumia.ma/revolution-brow-tint-medium-brown-19505544.html","Revolution Brow Tint - Medium Brown","89.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA367HB0QIVGFNAFAMZ/","null","5 out of 5"
"1637688742-2976","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleGarnier SkinActive - BB crème peaux mixtes à grasse Light - 40ml.4.3 out of 5(12)Options disponibles:73.79 Dhs82.92 Dhs11%","https://www.jumia.ma/garnier-skinactive-bb-creme-peaux-mixtes-a-grasse-light-40ml.-32212152.html","Garnier SkinActive - BB crème peaux mixtes à grasse Light - 40ml.","73.79 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GA204HB0EYFNRNAFAMZ/","null","5 out of 5"
"1637685898-2123","https://www.jumia.ma/maquillage/?page=18#catalog-listing","Or Vernis Nail MADE IN ITALY3.6 out of 5(31)27.50 Dhs69.00 Dhs60%","https://www.jumia.ma/vernis-nail-made-in-italy-or-mpg875255.html","Or Vernis Nail MADE IN ITALY","27.50 Dhs","(31 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR044ST14SZYLNAFAMZ/","null","5 out of 5"
"1637687356-2382","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Boutique OfficielleL'Oréal Paris L'Oréal Paris - Crayon à lèvres Infaillible Matte Lip - 106 MON CINNAMON5 out of 5(1)59.11 Dhs80.00 Dhs26%","https://www.jumia.ma/loreal-paris-loreal-paris-crayon-a-levres-infaillible-matte-lip-106-mon-cinnamon-35444779.html","L'Oréal Paris L'Oréal Paris - Crayon à lèvres Infaillible Matte Lip - 106 MON CINNAMON","59.11 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB1M703PNAFAMZ/","null","5 out of 5"
"1637685829-2110","https://www.jumia.ma/maquillage/?page=18#catalog-listing","Dynamic EYLENER NOIR3.8 out of 5(50)19.00 Dhs40.00 Dhs53%offres à partir de","https://www.jumia.ma/dynamic-eylener-noir-dynamic-mpg76002.html","Dynamic EYLENER NOIR","19.00 Dhs","(50 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/DY276HB153JLKNAFAMZ/","null","3 out of 5"
"1637689209-3349","https://www.jumia.ma/maquillage/?page=1#catalog-listing","liquide eyeliner crayon  Maquillage4.1 out of 5(147)18.71 Dhs99.00 Dhs81%offres à partir de","https://www.jumia.ma/liquide-eyeliner-crayon-maquillage-generic-mpg946865.html","liquide eyeliner crayon  Maquillage","18.71 Dhs","(147 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB0HS784NAFAMZ/","null","4 out of 5"
"1637685959-2130","https://www.jumia.ma/maquillage/?page=18#catalog-listing","Hemani Henné Naturel en Tube - Noir3.8 out of 5(8)23.00 Dhs","https://www.jumia.ma/henne-naturel-en-tube-noir-hemani-mpg998256.html","Hemani Henné Naturel en Tube - Noir","23.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/HE318ST1MINQYNAFAMZ/","null","4 out of 5"
"1637688057-2641","https://www.jumia.ma/maquillage/?page=6#catalog-listing","Boutique OfficielleRevolution Makeup Revolution Conceal & Define C103 out of 5(2)69.00 Dhs","https://www.jumia.ma/makeup-revolution-conceal-define-c10-revolution-mpg888937.html","Revolution Makeup Revolution Conceal & Define C10","69.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE466HB1EDZ4ANAFAMZ/","null","2 out of 5"
"1637688855-3070","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleMaybelline New York Edition Limitée PUMA - Rouge à lèvre Mat Liquide - Longue tenue - Superstay Matte Ink - 09 UNAPOLOGETIC  - 5 ml4.2 out of 5(21)84.00 Dhs95.00 Dhs12%","https://www.jumia.ma/maybelline-new-york-edition-limitee-puma-rouge-a-levre-mat-liquide-longue-tenue-superstay-matte-ink-09-unapologetic-5-ml-32212236.html","Maybelline New York Edition Limitée PUMA - Rouge à lèvre Mat Liquide - Longue tenue - Superstay Matte Ink - 09 UNAPOLOGETIC  - 5 ml","84.00 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB11N1T3NAFAMZ/","null","3 out of 5"
"1637688941-3130","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleL'Oréal Paris Palette fards à paupière - 01 CHERRY MY CHERI4.6 out of 5(45)144.00 Dhs200.00 Dhs28%","https://www.jumia.ma/loreal-paris-palette-fards-a-paupiere-01-cherry-my-cheri-32209383.html","L'Oréal Paris Palette fards à paupière - 01 CHERRY MY CHERI","144.00 Dhs","(45 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB0MUU33NAFAMZ/","null","5 out of 5"
"1637688916-3106","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleL'Oréal Paris Fond de teint Haute couvrance matifiant - Infaillible 24h Matte Cover - 155 NATURAL - 35 ml4 out of 5(21)Options disponibles:93.33 Dhs120.00 Dhs22%","https://www.jumia.ma/loreal-paris-fond-de-teint-haute-couvrance-matifiant-infaillible-24h-matte-cover-155-natural-35-ml-33603785.html","L'Oréal Paris Fond de teint Haute couvrance matifiant - Infaillible 24h Matte Cover - 155 NATURAL - 35 ml","93.33 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB0YYSUHNAFAMZ/","null","1 out of 5"
"1637685840-2116","https://www.jumia.ma/maquillage/?page=18#catalog-listing","Karite Aloe Vera Lèvres volumatrices instantanées lèvres hydratantes plus dodues3 out of 5(2)35.64 Dhs99.00 Dhs64%offres à partir de","https://www.jumia.ma/aloe-vera-levres-volumatrices-instantanees-levres-hydratantes-plus-dodues-karite-mpg884884.html","Karite Aloe Vera Lèvres volumatrices instantanées lèvres hydratantes plus dodues","35.64 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR760ST15L74FNAFAMZ/","null","1 out of 5"
"1637687414-2401","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Boutique OfficielleEssie Vernis à ongles ESSIE 03 Marshmallow3.9 out of 5(13)54.44 Dhs70.00 Dhs22%","https://www.jumia.ma/essie-vernis-a-ongles-essie-03-marshmallow-33479223.html","Essie Vernis à ongles ESSIE 03 Marshmallow","54.44 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES507HB0J88UXNAFAMZ/","null","5 out of 5"
"1637689214-3366","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR4.1 out of 5(328)73.00 Dhs100.00 Dhs27%","https://www.jumia.ma/maybelline-new-york-maybelline-mascara-volumexpress-the-colossal-big-shot-bolder-noir-32208859.html","Maybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR","73.00 Dhs","(328 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB1L31NJNAFAMZ/","null","3 out of 5"
"1637686735-2248","https://www.jumia.ma/maquillage/?page=13#catalog-listing","Boutique OfficiellePastel Palette Your Mood Wild - Blush4.8 out of 5(8)75.00 Dhs","https://www.jumia.ma/palette-your-mood-wild-blush-pastel-mpg873241.html","Pastel Palette Your Mood Wild - Blush","75.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA336ST10J91DNAFAMZ/","null","4 out of 5"
"1637689122-3240","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleGolden Rose CRAYON KHOL KAJAL GOLDEN ROSE4.2 out of 5(25)29.00 Dhs","https://www.jumia.ma/golden-rose-crayon-khol-kajal-golden-rose-34701765.html","Golden Rose CRAYON KHOL KAJAL GOLDEN ROSE","29.00 Dhs","(25 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST0XRIAFNAFAMZ/","null","5 out of 5"
"1637686207-2163","https://www.jumia.ma/maquillage/?page=16#catalog-listing","Farmasi Vernis à ongle NAIL COLOR NUDE ND - Balerina5 out of 5(2)43.00 Dhs69.00 Dhs38%","https://www.jumia.ma/farmasi-vernis-a-ongle-nail-color-nude-nd-balerina-40138338.html","Farmasi Vernis à ongle NAIL COLOR NUDE ND - Balerina","43.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA641ST1DN6TCNAFAMZ/","null","5 out of 5"
"1637688240-2696","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Boutique OfficielleGolden Rose CRAYON WATERPROOF  POUR LES YEUX GOLDEN ROSE NO:014.3 out of 5(3)39.00 Dhs","https://www.jumia.ma/golden-rose-crayon-waterproof-pour-les-yeux-golden-rose-no01-34701754.html","Golden Rose CRAYON WATERPROOF  POUR LES YEUX GOLDEN ROSE NO:01","39.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST0R7QMVNAFAMZ/","null","5 out of 5"
"1637684401-1988","https://www.jumia.ma/maquillage/?page=29#catalog-listing","Karite gloss levres naturel traitement des lèvres pour Des lèvres lisses et souples4.3 out of 5(7)33.00 Dhs70.00 Dhs53%offres à partir de","https://www.jumia.ma/gloss-levres-naturel-traitement-des-levres-pour-des-levres-lisses-et-souples-karite-mpg938982.html","Karite gloss levres naturel traitement des lèvres pour Des lèvres lisses et souples","33.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR760ST1D7PA8NAFAMZ/","null","3 out of 5"
"1637681300-1759","https://www.jumia.ma/maquillage/?page=50#catalog-listing","Boutique OfficielleLabello Baume à Lèvres - Cherry Shine - 4.8g4.5 out of 5(48)27.50 Dhs29.00 Dhs5%","https://www.jumia.ma/labello-baume-a-levres-cherry-shine-4.8g-38924448.html","Labello Baume à Lèvres - Cherry Shine - 4.8g","27.50 Dhs","(48 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA336ST1E9WMFNAFAMZ/","null","5 out of 5"
"1637686217-2165","https://www.jumia.ma/maquillage/?page=16#catalog-listing","Boutique OfficielleGolden Rose VERNIS EXPERT COLOR  GOLDEN ROSE N°294 out of 5(9)Options disponibles:25.00 Dhs","https://www.jumia.ma/golden-rose-vernis-expert-color-golden-rose-n29-34701797.html","Golden Rose VERNIS EXPERT COLOR  GOLDEN ROSE N°29","25.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST1BGH7BNAFAMZ/","null","3 out of 5"
"1637689027-3168","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Cire à sourcils Pommade Tattoo Brow - 05 DARK BROWN4.8 out of 5(13)96.00 Dhs129.91 Dhs26%","https://www.jumia.ma/maybelline-new-york-maybelline-cire-a-sourcils-pommade-tattoo-brow-05-dark-brown-33479094.html","Maybelline New York Maybelline - Cire à sourcils Pommade Tattoo Brow - 05 DARK BROWN","96.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0T8BTLNAFAMZ/","null","5 out of 5"
"1637688956-3134","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Essence LASH PRINCESS MASCARA FALSE LASHES EFFECT 12ML3.9 out of 5(13)39.99 Dhsoffres à partir de","https://www.jumia.ma/lash-princess-mascara-false-lashes-effect-12ml-essence-mpg911225.html","Essence LASH PRINCESS MASCARA FALSE LASHES EFFECT 12ML","39.99 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309HB08MW2KNAFAMZ/","null","1 out of 5"
"1637688807-3034","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleEssence VERNIS A ONGLES THE GEL 09 ESSENCE3.7 out of 5(15)Options disponibles:9.00 Dhs18.00 Dhs50%","https://www.jumia.ma/essence-vernis-a-ongles-the-gel-09-essence-34701703.html","Essence VERNIS A ONGLES THE GEL 09 ESSENCE","9.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309ST0IA8K7NAFAMZ/","null","4 out of 5"
"1637686396-2195","https://www.jumia.ma/maquillage/?page=15#catalog-listing","Kiko Velvet Touch Fard à joues crémeux en stick 07 Rose naturel4.5 out of 5(2)109.00 Dhs139.00 Dhs22%","https://www.jumia.ma/kiko-velvet-touch-fard-a-joues-cremeux-en-stick-07-rose-naturel-40485740.html","Kiko Velvet Touch Fard à joues crémeux en stick 07 Rose naturel","109.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI110ST02TZLWNAFAMZ/","null","4 out of 5"
"1637688712-2958","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Tattoo Brow - Encre à sourcils - Peel Off - 03 DARK BROWN - 4,6 g4.2 out of 5(21)Options disponibles:113.71 Dhs150.00 Dhs24%","https://www.jumia.ma/maybelline-new-york-maybelline-tattoo-brow-encre-a-sourcils-peel-off-03-dark-brown-46-g-33479090.html","Maybelline New York Maybelline - Tattoo Brow - Encre à sourcils - Peel Off - 03 DARK BROWN - 4,6 g","113.71 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB05EZMHNAFAMZ/","null","4 out of 5"
"1637682567-1854","https://www.jumia.ma/maquillage/?page=42#catalog-listing","Traceur de Précision Pour Sourcils eyebrow pen liquid sexy secret4.2 out of 5(5)28.00 Dhs129.00 Dhs78%offres à partir de","https://www.jumia.ma/traceur-de-precision-pour-sourcils-eyebrow-pen-liquid-sexy-secret-generic-mpg879443.html","Traceur de Précision Pour Sourcils eyebrow pen liquid sexy secret","28.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB0ZVSNCNAFAMZ/","null","5 out of 5"
"1637687323-2377","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Venalisa Top coat de vernis permanent4.7 out of 5(3)131.20 Dhs193.00 Dhs32%","https://www.jumia.ma/venalisa-top-coat-de-vernis-permanent-35781441.html","Venalisa Top coat de vernis permanent","131.20 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/VE105ST08L1KXNAFAMZ/","null","5 out of 5"
"1637686365-2192","https://www.jumia.ma/maquillage/?page=15#catalog-listing","Kiss Beauty Rouge a levre liquide plus crayons a levre MAT 2 en 1.3.3 out of 5(3)14.00 Dhs84.00 Dhs83%","https://www.jumia.ma/kiss-beauty-rouge-a-levre-liquide-plus-crayons-a-levre-mat-2-en-1.-37208830.html","Kiss Beauty Rouge a levre liquide plus crayons a levre MAT 2 en 1.","14.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI458ST02B61DNAFAMZ/","null","4 out of 5"
"1637687148-2339","https://www.jumia.ma/maquillage/?page=11#catalog-listing","Boutique OfficielleRevolution Makeup Revolution FOREVER FLAWLESS ALLURE PALETTE5 out of 5(4)177.00 Dhs189.00 Dhs6%","https://www.jumia.ma/revolution-forever-flawless-allure-palette-revolution-makeup-mpg889234.html","Revolution Makeup Revolution FOREVER FLAWLESS ALLURE PALETTE","177.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE985ST14G1N3NAFAMZ/","null","5 out of 5"
"1637688292-2735","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Palette de maquillage multi3.9 out of 5(81)65.00 Dhs139.00 Dhs53%","https://www.jumia.ma/palette-de-maquillage-multi-generic-mpg937921.html","Palette de maquillage multi","65.00 Dhs","(81 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0745N9NAFAMZ/","null","5 out of 5"
"1637688787-3020","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Jessica's all Natural Blush liquide lèvres et joues Aker Fassi 30 ml Fard à joues et Baume à lèvres4.1 out of 5(24)69.00 Dhs99.00 Dhs30%","https://www.jumia.ma/jessicas-all-natural-blush-liquide-levres-et-joues-aker-fassi-30-ml-fard-a-joues-et-baume-a-levres-38821911.html","Jessica's all Natural Blush liquide lèvres et joues Aker Fassi 30 ml Fard à joues et Baume à lèvres","69.00 Dhs","(24 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR661ST073C1FNAFAMZ/","null","5 out of 5"
"1637687579-2460","https://www.jumia.ma/maquillage/?page=9#catalog-listing","Palette de maquillage .kit 4 en 1.4 out of 5(20)67.00 Dhs129.00 Dhs48%","https://www.jumia.ma/generic-palette-de-maquillage-.kit-4-en-1.-35046150.html","Palette de maquillage .kit 4 en 1.","67.00 Dhs","(20 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST032OLXNAFAMZ/","null","3 out of 5"
"1637687313-2375","https://www.jumia.ma/maquillage/?page=10#catalog-listing","ADS Gel Eye liner et Gel  à Sourcils - noir et marron 24 heures -4.7 out of 5(6)26.00 Dhsoffres à partir de","https://www.jumia.ma/gel-eye-liner-et-gel-a-sourcils-noir-et-marron-24-heures-ads-mpg901844.html","ADS Gel Eye liner et Gel  à Sourcils - noir et marron 24 heures -","26.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AD074HB0F4L40NAFAMZ/","null","5 out of 5"
"1637688076-2647","https://www.jumia.ma/maquillage/?page=6#catalog-listing","Crayon à Sourcils Noir 4-tête de Précision Imperméable à l'eau Longue Durée4.2 out of 5(19)37.00 Dhs59.00 Dhs37%","https://www.jumia.ma/crayon-a-sourcils-noir-4-tete-de-precision-impermeable-a-leau-longue-duree-generic-mpg846013.html","Crayon à Sourcils Noir 4-tête de Précision Imperméable à l'eau Longue Durée","37.00 Dhs","(19 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST14GAY3NAFAMZ/","null","5 out of 5"
"1637684574-2003","https://www.jumia.ma/maquillage/?page=27#catalog-listing","Vinci Huile contre la mycose des ongles3.6 out of 5(64)39.00 Dhs99.00 Dhs61%","https://www.jumia.ma/huiles-contre-la-mycose-des-ongles-vinci-mpg43384.html","Vinci Huile contre la mycose des ongles","39.00 Dhs","(64 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/VI813HB0J0D83NAFAMZ/","null","3 out of 5"
"1637688926-3116","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleL'Oréal Paris Rouge à lèvres liquide Infaillible Chocolat - TASTY RUBY 8644.8 out of 5(8)Options disponibles:79.33 Dhs100.00 Dhs21%","https://www.jumia.ma/loreal-paris-rouge-a-levres-liquide-infaillible-chocolat-tasty-ruby-864-32209240.html","L'Oréal Paris Rouge à lèvres liquide Infaillible Chocolat - TASTY RUBY 864","79.33 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB02JYCVNAFAMZ/","null","5 out of 5"
"1637685720-2093","https://www.jumia.ma/maquillage/?page=19#catalog-listing","true lips Pack de 12 crayons à lèvres Avec 12 Couleurs, Best Lip Liners4 out of 5(60)31.99 Dhsoffres à partir de","https://www.jumia.ma/true-lips-pack-de-12-crayons-a-levres-avec-12-couleurs-best-lip-liners-true-lips-mpg60168.html","true lips Pack de 12 crayons à lèvres Avec 12 Couleurs, Best Lip Liners","31.99 Dhs","(60 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TR792HB0E277NNAFAMZ/","null","3 out of 5"
"1637686304-2182","https://www.jumia.ma/maquillage/?page=16#catalog-listing","Boutique OfficiellePastel HELLO GORGEOUS EVERYDAY PALETTE3.7 out of 5(3)75.00 Dhs","https://www.jumia.ma/hello-gorgeous-everyday-palette-pastel-mpg873227.html","Pastel HELLO GORGEOUS EVERYDAY PALETTE","75.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA336ST07D0E9NAFAMZ/","null","4 out of 5"
"1637683631-1914","https://www.jumia.ma/maquillage/?page=34#catalog-listing","Ministar Pommade crème-gel pour sourcils - Noir 064.4 out of 5(7)28.00 Dhs","https://www.jumia.ma/pommade-creme-gel-pour-sourcils-noir-06-ministar-mpg896383.html","Ministar Pommade crème-gel pour sourcils - Noir 06","28.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MI528ST0N3B66NAFAMZ/","null","5 out of 5"
"1637688047-2639","https://www.jumia.ma/maquillage/?page=6#catalog-listing","Boutique OfficielleCatrice BASE COAT NATUREL 99% CATRICE3.9 out of 5(8)39.00 Dhs","https://www.jumia.ma/catrice-base-coat-naturel-99-catrice-35311627.html","Catrice BASE COAT NATUREL 99% CATRICE","39.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST178BA1NAFAMZ/","null","5 out of 5"
"1637689179-3304","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Mascara Waterproof Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR3.8 out of 5(38)63.00 Dhs100.00 Dhs37%","https://www.jumia.ma/mas-col.big-shot-wtp-nu-01-black-maybelline-new-york-mpg845239.html","Maybelline New York Maybelline - Mascara Waterproof Volum'express - THE COLOSSAL BIG SHOT BOLDER NOIR","63.00 Dhs","(38 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0YICSBNAFAMZ/","null","5 out of 5"
"1637688895-3091","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleMaybelline New York Mascara Volume Total Temptation3.8 out of 5(18)74.00 Dhs100.00 Dhs26%","https://www.jumia.ma/maybelline-new-york-mascara-volume-total-temptation-32208860.html","Maybelline New York Mascara Volume Total Temptation","74.00 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB043GTBNAFAMZ/","null","1 out of 5"
"1637688742-2979","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleGarnier SkinActive - BB crème peaux mixtes à grasse Light - 40ml.4.3 out of 5(12)Options disponibles:73.79 Dhs82.92 Dhs11%","https://www.jumia.ma/garnier-skinactive-bb-creme-peaux-mixtes-a-grasse-light-40ml.-32212152.html","Garnier SkinActive - BB crème peaux mixtes à grasse Light - 40ml.","73.79 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GA204HB0EYFNRNAFAMZ/","null","5 out of 5"
"1637687811-2544","https://www.jumia.ma/maquillage/?page=8#catalog-listing","Boutique OfficielleMaybelline New York Edition Limitée PUMA - Highlighter ultra-pigmenté super résistant effet métallique4.5 out of 5(2)112.77 Dhs150.00 Dhs25%","https://www.jumia.ma/maybelline-new-york-edition-limitee-puma-highlighter-ultra-pigmente-super-resistant-effet-metallique-32212244.html","Maybelline New York Edition Limitée PUMA - Highlighter ultra-pigmenté super résistant effet métallique","112.77 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB0QBTBBNAFAMZ/","null","4 out of 5"
