web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,image-src,link to reviews,link to reviews-href,rating
"1637696205-4038","https://www.jumia.ma/parfums-femme/?page=32#catalog-listing","Lattafa fakhar - parfum de LATAFA 30 ml- original3 out of 5(2)130.00 Dhs199.00 Dhs35%offres à partir de","https://www.jumia.ma/fakhar-parfum-de-latafa-30-ml-original-lattafa-mpg939167.html","Lattafa fakhar - parfum de LATAFA 30 ml- original","130.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942PF10K02PNAFAMZ/","(1)"
"1637694287-3920","https://www.jumia.ma/parfums-femme/?page=47#catalog-listing","Elegance Body-Splash : Sugared & Pear Casaba Melon By Elegance 300ml5 out of 5(1)54.00 Dhs74.00 Dhs27%","https://www.jumia.ma/elegance-body-splash-sugared-pear-casaba-melon-by-elegance-300ml-23893614.html","Elegance Body-Splash : Sugared & Pear Casaba Melon By Elegance 300ml","54.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/EL702HB0OSHI0NAFAMZ/","(1)"
"1637694999-3966","https://www.jumia.ma/parfums-femme/?page=42#catalog-listing","Rasasi Shuhrah Pour Femme - Rasasi - 90 ml5 out of 5(1)431.99 Dhs539.99 Dhs20%","https://www.jumia.ma/shuhrah-pour-femme-rasasi-90-ml-rasasi-mpg82077.html","Rasasi Shuhrah Pour Femme - Rasasi - 90 ml","431.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RA032HB0UWXLINAFAMZ/","(1)"
"1637693937-3893","https://www.jumia.ma/parfums-femme/?page=50#catalog-listing","Oriflame Eclat amour eau de toilette pour femme de oriflam 50ml5 out of 5(1)129.00 Dhs290.00 Dhs56%offres à partir de","https://www.jumia.ma/eclat-amour-eau-de-toilette-pour-femme-de-oriflam-50ml-oriflame-mpg885280.html","Oriflame Eclat amour eau de toilette pour femme de oriflam 50ml","129.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF0QPFGLNAFAMZ/","(1)"
"1637694177-3912","https://www.jumia.ma/parfums-femme/?page=48#catalog-listing","Sonia Rykiel Belle En Rykiel - Eau de Toilette - 75 ml1 out of 5(1)329.00 Dhs900.00 Dhs63%","https://www.jumia.ma/sonia-rykiel-belle-en-rykiel-eau-de-toilette-75-ml-32951344.html","Sonia Rykiel Belle En Rykiel - Eau de Toilette - 75 ml","329.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SO091PF0QDUDVNAFAMZ/","(0)"
"1637694477-3932","https://www.jumia.ma/parfums-femme/?page=46#catalog-listing","Oriflame Eau de Parfum Love Potion - 50 ml4 out of 5(2)136.99 Dhs","https://www.jumia.ma/eau-de-parfum-love-potion-50-ml-oriflame-mpg83650.html","Oriflame Eau de Parfum Love Potion - 50 ml","136.99 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143HB02VOS2NAFAMZ/","(1)"
"1637695534-3998","https://www.jumia.ma/parfums-femme/?page=38#catalog-listing","Parfum Oud Al Turas 100Ml Eau de Parfum4.2 out of 5(18)147.90 Dhs250.00 Dhs41%offres à partir de","https://www.jumia.ma/parfum-oud-al-turas-100ml-eau-de-parfum-ard-al-zaafaran-mpg36185.html","Parfum Oud Al Turas 100Ml Eau de Parfum","147.90 Dhs","null","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AR229HB14RO3HNAFAMZ/","(11)"
"1637695225-3978","https://www.jumia.ma/parfums-femme/?page=40#catalog-listing","Avon Coffret cadeau Incandescence parfum 30ml +crème parfumé+ Deo stick + Déodorant3.7 out of 5(3)167.29 Dhsoffres à partir de","https://www.jumia.ma/coffret-cadeau-incandescence-parfum-30ml-creme-parfume-deo-stick-deodorant-avon-mpg916987.html","Avon Coffret cadeau Incandescence parfum 30ml +crème parfumé+ Deo stick + Déodorant","167.29 Dhs","null","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF0RH7IKNAFAMZ/","(2)"
"1637695880-4017","https://www.jumia.ma/parfums-femme/?page=35#catalog-listing","Avon Pack Eau de parfum à vaporiser TTA Today 50ml + crème corps parfumé5 out of 5(1)173.25 Dhs218.00 Dhs21%","https://www.jumia.ma/avon-pack-eau-de-parfum-a-vaporiser-tta-today-50ml-creme-corps-parfume-35444339.html","Avon Pack Eau de parfum à vaporiser TTA Today 50ml + crème corps parfumé","173.25 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF1JKP1HNAFAMZ/","(1)"
"1637697349-4125","https://www.jumia.ma/parfums-femme/?page=24#catalog-listing","Dorall Collection LWS > Eau de toilette pour femme 100ml - QAYSARAT AL HUB4.5 out of 5(2)59.00 Dhs299.00 Dhs80%","https://www.jumia.ma/dorall-collection-lws-eau-de-toilette-pour-femme-100ml-qaysarat-al-hub-35463068.html","Dorall Collection LWS > Eau de toilette pour femme 100ml - QAYSARAT AL HUB","59.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/DO551PF1F825HNAFAMZ/","(1)"
"1637696262-4042","https://www.jumia.ma/parfums-femme/?page=32#catalog-listing","Oriflame eau de toilette Dare To Shine -50ml3.7 out of 5(3)99.99 Dhsoffres à partir de","https://www.jumia.ma/eau-de-toilette-dare-to-shine-50ml-oriflame-mpg74734.html","Oriflame eau de toilette Dare To Shine -50ml","99.99 Dhs","null","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143HB0GOX90NAFAMZ/","(2)"
"1637695004-3967","https://www.jumia.ma/parfums-femme/?page=42#catalog-listing","La Rive Parfum In Woman Eau de Parfum pour Femme 90 ml5 out of 5(1)219.00 Dhs400.00 Dhs45%","https://www.jumia.ma/la-rive-parfum-in-woman-eau-de-parfum-pour-femme-90-ml-39190869.html","La Rive Parfum In Woman Eau de Parfum pour Femme 90 ml","219.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA410PF1LMYG9NAFAMZ/","(1)"
"1637697142-4109","https://www.jumia.ma/parfums-femme/?page=25#catalog-listing","Oriflame Coffret Cadeau Nouvel An: Giordani Gold Original pour Femme5 out of 5(4)193.99 Dhs999.99 Dhs81%offres à partir de","https://www.jumia.ma/coffret-cadeau-nouvel-an-giordani-gold-original-pour-femme-oriflame-mpg919276.html","Oriflame Coffret Cadeau Nouvel An: Giordani Gold Original pour Femme","193.99 Dhs","null","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143ST03IGYSNAFAMZ/","(4)"
"1637695542-3999","https://www.jumia.ma/parfums-femme/?page=37#catalog-listing","Lattafa Opulent Oud - Lattafa - 100 ml4.8 out of 5(4)139.00 Dhs175.00 Dhs21%offres à partir de","https://www.jumia.ma/opulent-oud-lattafa-100-ml-lattafa-mpg837746.html","Lattafa Opulent Oud - Lattafa - 100 ml","139.00 Dhs","null","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB1FYR5BNAFAMZ/","(3)"
"1637696140-4035","https://www.jumia.ma/parfums-femme/?page=33#catalog-listing","Monogotas COCO pour Femme 100ml Body Spray4.8 out of 5(4)33.95 Dhs149.00 Dhs77%offres à partir de","https://www.jumia.ma/coco-pour-femme-100ml-body-spray-monogotas-mpg933188.html","Monogotas COCO pour Femme 100ml Body Spray","33.95 Dhs","null","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MO415PF1KOLASNAFAMZ/","(3)"
"1637694444-3928","https://www.jumia.ma/parfums-femme/?page=46#catalog-listing","Avon Incandessence 30 ml + Sérum Advance Techniques Daily Shine 30 ml5 out of 5(1)87.50 Dhs","https://www.jumia.ma/incandessence-30-ml-serum-advance-techniques-daily-shine-30-ml-avon-mpg928378.html","Avon Incandessence 30 ml + Sérum Advance Techniques Daily Shine 30 ml","87.50 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF18FDB5NAFAMZ/","(1)"
"1637696787-4082","https://www.jumia.ma/parfums-femme/?page=28#catalog-listing","Khaliss misk - Eau de Parfum - 100 ml4.2 out of 5(5)159.00 Dhs299.00 Dhs47%offres à partir de","https://www.jumia.ma/khaliss-misk-eau-de-parfum-100-ml-generic-mpg910092.html","Khaliss misk - Eau de Parfum - 100 ml","159.00 Dhs","null","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB0MZU01NAFAMZ/","(3)"
"1637696577-4066","https://www.jumia.ma/parfums-femme/?page=29#catalog-listing","Elie Saab Parfum Eau de Parfum - 90 ml2.5 out of 5(2)949.50 Dhs1,899.00 Dhs50%offres à partir de","https://www.jumia.ma/elie-saab-parfum-eau-de-parfum-90-ml-elie-saab-mpg14187.html","Elie Saab Parfum Eau de Parfum - 90 ml","949.50 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/EL874HB0T42DNNAFAMZ/","(0)"
"1637694923-3961","https://www.jumia.ma/parfums-femme/?page=42#catalog-listing","Mancera Pink Prestigium d4 out of 5(1)1,350.00 Dhs1,450.00 Dhs7%","https://www.jumia.ma/pink-prestigium-de-mancera-paris-eau-de-parfum-120ml-mancera-mpg849232.html","Mancera Pink Prestigium d","1,350.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA639HB1KJ85PNAFAMZ/","(0)"
"1637694300-3921","https://www.jumia.ma/parfums-femme/?page=47#catalog-listing","Vinci PACK AQUA Oud Royale - 10ML+ Huile Parfumée Oud et santale 15 ml2 out of 5(1)59.00 Dhs120.00 Dhs51%","https://www.jumia.ma/pack-aqua-oud-royale-10ml-huile-parfumee-oud-et-santale-15-ml-vinci-mpg886789.html","Vinci PACK AQUA Oud Royale - 10ML+ Huile Parfumée Oud et santale 15 ml","59.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/VI813HB10AUHZNAFAMZ/","(0)"
"1637695690-4007","https://www.jumia.ma/parfums-femme/?page=36#catalog-listing","Entity VICTORIA (EDT 100 ml + DEO 75 ml + BL 100 ml)4 out of 5(1)165.00 Dhs","https://www.jumia.ma/entity-victoria-edt-100-ml-deo-75-ml-bl-100-ml-36230544.html","Entity VICTORIA (EDT 100 ml + DEO 75 ml + BL 100 ml)","165.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/EN249PF0QHUXRNAFAMZ/","(0)"
"1637696304-4045","https://www.jumia.ma/parfums-femme/?page=31#catalog-listing","Sama Dubai EDP Parfum 100ml5 out of 5(1)136.00 Dhs200.00 Dhs32%offres à partir de","https://www.jumia.ma/sama-dubai-edp-parfum-100ml-generic-mpg872166.html","Sama Dubai EDP Parfum 100ml","136.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB1E3OWANAFAMZ/","(1)"
"1637697210-4114","https://www.jumia.ma/parfums-femme/?page=25#catalog-listing","Lattafa Parfum Samou pour Femme world fragrance 100ML4 out of 5(1)151.00 Dhs199.00 Dhs24%offres à partir de","https://www.jumia.ma/parfum-samou-pour-femme-world-fragrance-100ml-lattafa-mpg1091164.html","Lattafa Parfum Samou pour Femme world fragrance 100ML","151.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942PF0ITOHGNAFAMZ/","(0)"
"1637697026-4101","https://www.jumia.ma/parfums-femme/?page=26#catalog-listing","pack Musc de pureté original musc de pureté3.5 out of 5(4)155.00 Dhs230.00 Dhs33%offres à partir de","https://www.jumia.ma/pack-musc-de-purete-original-musc-de-purete-generic-mpg914476.html","pack Musc de pureté original musc de pureté","155.00 Dhs","null","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0UEQMVNAFAMZ/","(2)"
"1637695618-4004","https://www.jumia.ma/parfums-femme/?page=37#catalog-listing","Avon Eau de Parfum Rare Amethyst- Pour Femme - 50 ml5 out of 5(1)153.45 Dhs499.00 Dhs69%","https://www.jumia.ma/avon-eau-de-parfum-rare-amethyst-pour-femme-50-ml-37439761.html","Avon Eau de Parfum Rare Amethyst- Pour Femme - 50 ml","153.45 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF09ZXXDNAFAMZ/","(1)"
"1637695033-3968","https://www.jumia.ma/parfums-femme/?page=41#catalog-listing","Avon Viva La Vita + Care HAPPINESS NURTURING with GLYCERING3 out of 5(1)124.99 Dhs799.99 Dhs84%","https://www.jumia.ma/avon-viva-la-vita-care-happiness-nurturing-with-glycering-39776839.html","Avon Viva La Vita + Care HAPPINESS NURTURING with GLYCERING","124.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST1JVWUPNAFAMZ/","(0)"
"1637696343-4048","https://www.jumia.ma/parfums-femme/?page=31#catalog-listing","Avon INCANDESSENCE LOTUS eau de parfum+ creme- pour femme4.5 out of 5(2)177.21 Dhs299.00 Dhs41%","https://www.jumia.ma/incandessence-lotus-eau-de-parfum-creme-pour-femme-avon-mpg883041.html","Avon INCANDESSENCE LOTUS eau de parfum+ creme- pour femme","177.21 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF02FA6FNAFAMZ/","(1)"
"1637696501-4060","https://www.jumia.ma/parfums-femme/?page=30#catalog-listing","Avon Perceive Sunshine eau de parfum pour femme 50 ml5 out of 5(1)119.99 Dhs699.99 Dhs83%offres à partir de","https://www.jumia.ma/perceive-sunshine-eau-de-parfum-pour-femme-50-ml-avon-mpg1035833.html","Avon Perceive Sunshine eau de parfum pour femme 50 ml","119.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF062UPQNAFAMZ/","(1)"
"1637696875-4091","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","Avon 3 x Incandessence Eau de Parfum Pour Femme- 30ml5 out of 5(1)139.99 Dhs499.99 Dhs72%offres à partir de","https://www.jumia.ma/3-x-incandessence-eau-de-parfum-pour-femme-30ml-avon-mpg909465.html","Avon 3 x Incandessence Eau de Parfum Pour Femme- 30ml","139.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF15HLCRNAFAMZ/","(1)"
"1637695797-4013","https://www.jumia.ma/parfums-femme/?page=35#catalog-listing","UDV Ulric de Varens Gold Issime Eau de Parfum pour femme 75 ml1 out of 5(1)200.00 Dhs","https://www.jumia.ma/ulric-de-varens-gold-issime-eau-de-parfum-pour-femme-75-ml-udv-mpg20441.html","UDV Ulric de Varens Gold Issime Eau de Parfum pour femme 75 ml","200.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/UD292HB1DHBR7NAFAMZ/","(0)"
"1637695285-3982","https://www.jumia.ma/parfums-femme/?page=39#catalog-listing","Jean Paul Gaultier LA BELLE  Eau de parfum5 out of 5(2)1,236.51 Dhs1,299.00 Dhs5%","https://www.jumia.ma/la-belle-eau-de-parfum-jean-paul-gaultier-mpg849808.html","Jean Paul Gaultier LA BELLE  Eau de parfum","1,236.51 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/JE875PF01O3E1NAFAMZ/","(2)"
"1637693930-3892","https://www.jumia.ma/parfums-femme/?page=50#catalog-listing","Pack MUSC TAHARA4.5 out of 5(2)178.00 Dhs299.00 Dhs40%offres à partir de","https://www.jumia.ma/pack-musc-tahara-generic-mpg936065.html","Pack MUSC TAHARA","178.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232PF0A7638NAFAMZ/","(1)"
"1637695456-3993","https://www.jumia.ma/parfums-femme/?page=38#catalog-listing","Oriflame Possesse femme eau de toilette 50ml4.5 out of 5(4)220.00 Dhs458.00 Dhs52%","https://www.jumia.ma/possesse-femme-eau-de-toilette-oriflame-mpg852204.html","Oriflame Possesse femme eau de toilette 50ml","220.00 Dhs","null","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF0ZHIZNNAFAMZ/","(3)"
"1637694564-3941","https://www.jumia.ma/parfums-femme/?page=45#catalog-listing","Avon Coffret cadeau Herstory Eau de Parfum+crème + mini parfum- pour femme5 out of 5(2)296.01 Dhs590.00 Dhs50%","https://www.jumia.ma/coffret-cadeau-herstory-eau-de-parfumcreme-mini-parfum-pour-femme-avon-mpg906909.html","Avon Coffret cadeau Herstory Eau de Parfum+crème + mini parfum- pour femme","296.01 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF0VZKUHNAFAMZ/","(2)"
"1637696824-4086","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","Avon Little Black Dress Eau de Parfum pour femme format économique 100ml3 out of 5(2)149.50 Dhsoffres à partir de","https://www.jumia.ma/little-black-dress-eau-de-parfum-pour-femme-format-economique-100ml-avon-mpg909492.html","Avon Little Black Dress Eau de Parfum pour femme format économique 100ml","149.50 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF0N1WOXNAFAMZ/","(1)"
"1637697336-4124","https://www.jumia.ma/parfums-femme/?page=24#catalog-listing","Lattafa Oud Najdia de Lattafa - Eau De Parfum - 100 ml4.4 out of 5(7)137.99 Dhs599.00 Dhs77%offres à partir de","https://www.jumia.ma/oud-najdia-eau-de-parfum-100-ml-lattafa-mpg18486.html","Lattafa Oud Najdia de Lattafa - Eau De Parfum - 100 ml","137.99 Dhs","null","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB1867E8NAFAMZ/","(4)"
"1637696782-4081","https://www.jumia.ma/parfums-femme/?page=28#catalog-listing","SAPHIR PARFUM  VIVE LA FEMME4.5 out of 5(2)167.00 Dhs300.00 Dhs44%offres à partir de","https://www.jumia.ma/parfum-vive-la-femme-saphir-mpg912809.html","SAPHIR PARFUM  VIVE LA FEMME","167.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SA040PF1MTPQGNAFAMZ/","(1)"
"1637694411-3927","https://www.jumia.ma/parfums-femme/?page=46#catalog-listing","Lattafa PACK 2 parfums  / Oud Mood + Sheikh al Shuyukh Luxe Edition  - LATTAFA ORIGINAL - 100 ML - EDP3.6 out of 5(5)223.99 Dhs799.00 Dhs72%offres à partir de","https://www.jumia.ma/pack-2-parfums-oud-mood-sheikh-al-shuyukh-luxe-edition-lattafa-original-100-ml-edp-lattafa-mpg939728.html","Lattafa PACK 2 parfums  / Oud Mood + Sheikh al Shuyukh Luxe Edition  - LATTAFA ORIGINAL - 100 ML - EDP","223.99 Dhs","null","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB1FASYPNAFAMZ/","(0)"
"1637697075-4105","https://www.jumia.ma/parfums-femme/?page=26#catalog-listing","Avon PACK DEUX PARFUM Incandessence et Little Black Dress 30 ML4 out of 5(21)92.49 Dhs599.99 Dhs85%offres à partir de","https://www.jumia.ma/pack-deux-parfum-incandessence-et-little-black-dress-30-ml-avon-mpg869713.html","Avon PACK DEUX PARFUM Incandessence et Little Black Dress 30 ML","92.49 Dhs","null","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF0H4NIVNAFAMZ/","(9)"
"1637697252-4118","https://www.jumia.ma/parfums-femme/?page=24#catalog-listing","Oriflame Eau de Parfum Amber Elixir  pour  fammes - 50 ml4.7 out of 5(3)159.99 Dhsoffres à partir de","https://www.jumia.ma/eau-de-parfum-amber-elixir-pour-fammes-50-ml-oriflame-mpg61910.html","Oriflame Eau de Parfum Amber Elixir  pour  fammes - 50 ml","159.99 Dhs","null","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143HB1EU7Y6NAFAMZ/","(2)"
"1637697031-4102","https://www.jumia.ma/parfums-femme/?page=26#catalog-listing","Oriflame Giordani gold sensuale eau de parfum pour femme de oriflam 30ml4 out of 5(1)170.00 Dhs399.00 Dhs57%","https://www.jumia.ma/giordani-gold-sensuale-eau-de-parfum-pour-femme-de-oriflam-30ml-oriflame-mpg896537.html","Oriflame Giordani gold sensuale eau de parfum pour femme de oriflam 30ml","170.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF1BLQSLNAFAMZ/","(0)"
"1637695360-3986","https://www.jumia.ma/parfums-femme/?page=39#catalog-listing","Swiss Arabian Kashkha Eau De Parfume 50ml5 out of 5(2)311.20 Dhs499.00 Dhs38%offres à partir de","https://www.jumia.ma/swiss-arabian-kashkha-eau-de-parfume-50ml-swiss-arabian-mpg82095.html","Swiss Arabian Kashkha Eau De Parfume 50ml","311.20 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SW884HB1HPDXUNAFAMZ/","(2)"
"1637695784-4012","https://www.jumia.ma/parfums-femme/?page=35#catalog-listing","Avon Little Black Dress Glam Night Eau de Parfum 50 ml1 out of 5(1)119.99 Dhs799.99 Dhs85%offres à partir de","https://www.jumia.ma/little-black-dress-glam-night-eau-de-parfum-50-ml-avon-mpg1042943.html","Avon Little Black Dress Glam Night Eau de Parfum 50 ml","119.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF0MF1Y2NAFAMZ/","(0)"
"1637696355-4049","https://www.jumia.ma/parfums-femme/?page=31#catalog-listing","Avon Coffret cadeau Luminata Eau De Parfum Set + lotion parfumé5 out of 5(4)99.00 Dhsoffres à partir de","https://www.jumia.ma/coffret-cadeau-luminata-eau-de-parfum-set-lotion-parfume-avon-mpg916989.html","Avon Coffret cadeau Luminata Eau De Parfum Set + lotion parfumé","99.00 Dhs","null","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF0TZ2Z7NAFAMZ/","(4)"
"1637695506-3996","https://www.jumia.ma/parfums-femme/?page=38#catalog-listing","Montale Rose Musk Intense de - ORIGINAL5 out of 5(1)1,089.00 Dhs1,550.00 Dhs30%","https://www.jumia.ma/rose-musk-intense-de-montale-paris-eau-de-parfum-100ml-montale-paris-mpg843076.html","Montale Rose Musk Intense de - ORIGINAL","1,089.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MO624HB0CCAXLNAFAMZ/","(1)"
"1637694703-3949","https://www.jumia.ma/parfums-femme/?page=44#catalog-listing","Lattafa Najdia - Lattafa - 100 ml avec dedorant New edition2 out of 5(1)399.00 Dhs","https://www.jumia.ma/najdia-lattafa-100-ml-avec-dedorant-new-edition-lattafa-mpg952081.html","Lattafa Najdia - Lattafa - 100 ml avec dedorant New edition","399.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB10HUGUNAFAMZ/","(0)"
"1637695342-3985","https://www.jumia.ma/parfums-femme/?page=39#catalog-listing","Avon Coffret set Parfum Rare Flowers Night Orchid 3 Pieces Set pour femme4 out of 5(1)197.01 Dhs650.00 Dhs70%","https://www.jumia.ma/avon-coffret-set-parfum-rare-flowers-night-orchid-3-pieces-set-pour-femme-37317310.html","Avon Coffret set Parfum Rare Flowers Night Orchid 3 Pieces Set pour femme","197.01 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF00TE5PNAFAMZ/","(0)"
"1637695864-4016","https://www.jumia.ma/parfums-femme/?page=35#catalog-listing","Avon Brume pour le corps spray parfumé Pamplemousse et abricot rafraîchissant4.3 out of 5(3)58.41 Dhs65.00 Dhs10%","https://www.jumia.ma/avon-brume-pour-le-corps-spray-parfume-pamplemousse-et-abricot-rafraichissant-36152509.html","Avon Brume pour le corps spray parfumé Pamplemousse et abricot rafraîchissant","58.41 Dhs","null","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF1HW9NVNAFAMZ/","(1)"
"1637696094-4031","https://www.jumia.ma/parfums-femme/?page=33#catalog-listing","pack Musc de pureté original musc de pureté pour lus de féminité4 out of 5(2)151.00 Dhsoffres à partir de","https://www.jumia.ma/pack-musc-de-purete-original-musc-de-purete-pour-lus-de-feminite-generic-mpg923537.html","pack Musc de pureté original musc de pureté pour lus de féminité","151.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST14FH7JNAFAMZ/","(1)"
"1637694126-3908","https://www.jumia.ma/parfums-femme/?page=49#catalog-listing","Swiss Arabian Awatif - Eau de Toilette- 100 mL1 out of 5(1)103.20 Dhs399.00 Dhs74%","https://www.jumia.ma/swiss-arabian-awatif-eau-de-toilette-100-ml-36229973.html","Swiss Arabian Awatif - Eau de Toilette- 100 mL","103.20 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SW884PF0MMB0NNAFAMZ/","(0)"
"1637696698-4076","https://www.jumia.ma/parfums-femme/?page=28#catalog-listing","Avon Luminata Eau de parfum Douce pour femme 50ml5 out of 5(1)146.52 Dhs310.00 Dhs53%","https://www.jumia.ma/avon-luminata-eau-de-parfum-douce-pour-femme-50ml-39513555.html","Avon Luminata Eau de parfum Douce pour femme 50ml","146.52 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168HB0X28G9NAFAMZ/","(1)"
"1637694582-3942","https://www.jumia.ma/parfums-femme/?page=45#catalog-listing","Dolce & Gabbana L'IMPERATRICE - Eau de Toilette - 100 ml4.6 out of 5(5)791.01 Dhs899.00 Dhs12%","https://www.jumia.ma/dolce-gabbana-limperatrice-eau-de-toilette-100-ml-41281025.html","Dolce & Gabbana L'IMPERATRICE - Eau de Toilette - 100 ml","791.01 Dhs","null","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/DO377PF0UYXIENAFAMZ/","(3)"
"1637696883-4092","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","Monogotas Fresa pour Femme 100ml Body5 out of 5(2)38.00 Dhs149.00 Dhs74%","https://www.jumia.ma/fresa-pour-femme-100ml-body-monogotas-mpg934382.html","Monogotas Fresa pour Femme 100ml Body","38.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MO415PF1GJSVYNAFAMZ/","(2)"
"1637695083-3971","https://www.jumia.ma/parfums-femme/?page=41#catalog-listing","Kenzo World5 out of 5(1)1,155.00 Dhs","https://www.jumia.ma/kenzo-world-35924354.html","Kenzo World","1,155.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KE396PF0QZUUHNAFAMZ/","(1)"
"1637694534-3937","https://www.jumia.ma/parfums-femme/?page=45#catalog-listing","Roberto Cavalli - Eau de Parfum Pour Femme - 75 ml4 out of 5(2)749.00 Dhs899.00 Dhs17%","https://www.jumia.ma/roberto-cavalli-eau-de-parfum-pour-femme-75-ml-40356882.html","Roberto Cavalli - Eau de Parfum Pour Femme - 75 ml","749.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RO422PF0H6OM0NAFAMZ/","(0)"
"1637694277-3919","https://www.jumia.ma/parfums-femme/?page=47#catalog-listing","Lancom Idole le parfum 50ml4.5 out of 5(2)891.00 Dhs999.00 Dhs11%","https://www.jumia.ma/lancom-idole-le-parfum-50ml-35127479.html","Lancom Idole le parfum 50ml","891.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA401HB1M15ZTNAFAMZ/","(1)"
